VideoID,Yellow,Orange,Red,Violet,Blue,Green,Black,White,Brown
bbkUGFFjX_c.jpg,1.74,0.88,0.0,28.72,0.0,1.3,22.33,11.11,33.92
BboemeR1PcA.jpg,0.0,1.72,0.0,19.44,0.0,0.0,23.87,19.93,35.04
BcNZNEZvU84.jpg,0.0,0.03,0.0,26.68,0.0,0.0,18.49,11.65,43.15
BD2RRl7wPMw.jpg,0.07,0.39,1.64,16.55,0.0,0.0,27.99,11.49,41.87
bDhhBLga2I0.jpg,0.0,16.01,0.0,9.92,0.0,0.0,8.58,26.5,38.99
bfn9tndD9iM.jpg,3.75,24.28,0.88,12.57,5.16,0.0,8.83,13.58,30.95
BFndAL9KPc0.jpg,1.62,12.89,21.37,17.03,2.1,0.11,5.97,19.02,19.89
Bfr7zkTXL9A.jpg,0.0,0.0,0.0,41.64,0.22,0.0,15.05,6.34,36.75
BFRmS1RSYYY.jpg,16.48,7.09,0.08,16.38,3.24,0.0,22.81,6.77,27.15
BfyuKROBWyE.jpg,1.73,20.45,0.01,19.92,0.84,0.0,3.27,41.14,12.64
BgC1dsQDFRU.jpg,0.03,0.36,0.0,13.42,1.95,0.0,26.26,3.81,54.17
bGpXVxq_7iU.jpg,0.0,0.0,0.0,22.85,0.0,0.0,31.09,8.16,37.9
bHa9LfG38bA.jpg,0.19,0.44,0.0,36.67,0.37,0.0,28.14,8.12,26.07
BHR9ht4QVuM.jpg,0.0,0.17,0.88,30.76,0.0,0.0,17.76,16.79,33.64
bH_TiXuz5ng.jpg,0.0,0.1,0.24,31.82,2.89,0.0,19.09,25.94,19.92
biJBN1vOIDA.jpg,8.87,1.93,0.0,11.97,9.17,6.18,26.5,7.18,28.2
bj4tLSZnIqM.jpg,0.02,2.19,0.85,34.71,0.0,0.0,9.59,13.71,38.93
BjaKfnWjX9Y.jpg,0.64,4.75,0.42,15.54,0.08,0.05,21.98,16.44,40.1
bJyXT6HK7Us.jpg,4.24,2.16,0.0,29.13,6.06,0.0,19.48,23.5,15.43
BKBIU-YJJc8.jpg,0.89,3.19,0.67,38.2,1.38,0.04,7.98,10.75,36.9
bKCr62Dk7Us.jpg,0.24,1.34,0.0,20.39,6.52,0.0,25.43,10.75,35.33
BKi1QTM3Rto.jpg,0.0,1.88,0.0,26.78,0.13,1.57,12.82,1.53,55.29
bkjKixwujk0.jpg,4.51,3.13,0.0,31.56,2.27,0.03,15.95,10.52,32.03
BKKZBeRVSfw.jpg,0.06,1.3,6.86,19.47,0.12,0.24,19.27,14.81,37.87
BMCKKkbhQpc.jpg,0.17,0.96,0.0,24.67,0.04,0.0,12.77,21.38,40.01
Bnc7liFjcvc.jpg,0.0,0.28,0.0,31.86,0.43,0.0,13.33,17.14,36.96
BNdsUvQjNp4.jpg,0.0,1.83,0.14,14.7,0.08,0.0,42.33,8.9,32.02
BNEcbKDIIgg.jpg,1.21,3.79,0.17,25.22,1.0,0.0,12.81,24.59,31.21
BPm6ggIwMzQ.jpg,5.47,3.92,0.08,15.7,11.95,4.92,24.28,6.41,27.27
bPmYS3LC01w.jpg,0.0,20.32,0.0,13.08,2.1,0.0,11.22,1.55,51.73
BppgvPJZMlA.jpg,3.44,1.41,0.0,35.43,1.36,0.0,13.55,11.92,32.89
bPUI6knEB7w.jpg,0.0,0.0,1.25,5.29,5.46,0.0,50.6,0.0,37.4
bQdfoCTjU7E.jpg,0.95,5.56,0.27,31.43,0.53,0.0,5.65,32.83,22.78
bqO6iZcLrv4.jpg,5.48,4.64,0.0,21.08,6.49,8.22,17.93,7.25,28.91
bRLJhD0Js5U.jpg,0.03,3.32,0.0,20.38,0.0,0.02,13.62,33.34,29.29
BROKaSugx-Q.jpg,0.14,5.24,0.0,38.67,0.36,0.0,5.37,11.22,39.0
bSaPw3r8lkc.jpg,3.2,10.76,1.2,11.08,2.71,0.55,23.25,4.58,42.67
bsTb5vMw1dQ.jpg,0.02,1.3,0.0,29.09,0.44,0.0,17.67,13.08,38.4
Bta_XWrA5lA.jpg,0.03,0.36,0.0,7.54,20.03,0.59,33.23,1.62,36.6
btEYK52Dwsc.jpg,2.51,3.71,0.85,7.09,0.98,0.0,38.1,2.34,44.42
BTkkdlCE-7c.jpg,0.59,15.94,0.0,9.03,0.0,0.0,13.87,20.07,40.5
bTLMJvuPbZc.jpg,2.87,2.2,0.0,25.17,0.0,0.0,23.06,13.42,33.28
BUCANbJ9rZs.jpg,0.0,9.62,0.04,18.19,10.59,0.0,15.84,4.06,41.66
BulWyYdhpFE.jpg,0.0,0.81,0.12,19.12,6.67,0.35,30.85,8.22,33.86
Bv0XZHD98ss.jpg,0.01,8.65,0.0,15.84,0.06,0.06,16.32,12.16,46.9
BvIL0PWj5_A.jpg,0.07,5.63,0.0,24.04,2.38,8.07,18.02,14.08,27.71
BW96eqdLf_I.jpg,0.35,0.64,0.36,3.54,0.65,0.0,67.96,0.54,25.96
BWCUwXAEaPk.jpg,0.0,2.53,0.32,2.74,0.24,0.0,22.45,2.03,69.69
bwp3C1HRCzk.jpg,0.06,1.49,0.39,14.37,0.17,0.0,34.48,10.11,38.93
bwQ1ifGRKGY.jpg,0.0,1.39,0.0,10.93,5.8,1.68,32.44,0.62,47.14
bW_WaXqlE9Q.jpg,0.05,0.0,0.0,42.55,25.02,0.0,9.59,8.6,14.19
bxU3BHbt4ZY.jpg,0.0,0.0,0.0,6.04,0.0,0.0,7.77,3.89,82.3
by4HzfWRbT4.jpg,0.01,0.27,0.07,17.39,12.75,0.28,16.76,9.48,42.99
byOqHHUBlVg.jpg,0.0,0.33,0.0,2.22,0.0,0.0,72.3,11.37,13.78
BYqGB4NyzDI.jpg,1.27,6.35,0.02,9.29,0.05,0.0,25.82,9.17,48.03
BZ243ndklkE.jpg,0.0,0.0,0.0,15.52,0.0,0.0,45.62,0.29,38.57
BZA1TUcHa4k.jpg,1.02,1.53,0.47,25.1,6.44,0.0,30.61,10.08,24.75
bzjxxzxdeuM.jpg,14.5,9.12,0.0,10.2,3.58,0.0,25.7,3.86,33.04
BZNzNVKim6w.jpg,0.05,7.35,5.13,9.28,10.76,2.97,38.18,11.13,15.15
B_h7W5zTbnk.jpg,1.22,1.47,0.37,26.21,4.3,0.0,29.31,9.71,27.41
c-fijV9L28k.jpg,2.57,4.08,0.0,6.37,0.02,0.0,43.82,1.73,41.41
C-LeFb0JS8k.jpg,0.13,0.47,1.16,17.68,3.13,0.0,50.93,5.21,21.29
c0_yjwProzU.jpg,0.51,3.15,0.0,20.51,4.14,0.38,6.78,56.22,8.31
c12zRnFUTdo.jpg,0.0,1.42,0.0,10.37,0.0,0.0,36.96,9.39,41.86
c185R3zpFQk.jpg,0.3,8.11,0.89,28.79,0.34,0.0,11.93,5.45,44.19
C1EwhDGdv14.jpg,0.08,28.46,0.03,17.14,0.89,0.11,9.66,4.36,39.27
C1ME3ETxuls.jpg,0.26,5.98,0.0,8.89,0.25,0.0,39.63,23.88,21.11
c4kMjhSt73k.jpg,7.41,3.22,0.01,14.96,13.05,0.0,22.71,22.55,16.09
c64OjV9lNvw.jpg,0.08,22.12,0.0,10.84,0.9,0.0,23.77,11.68,30.61
C7JiTweF3xY.jpg,0.0,0.0,0.0,16.49,0.33,0.0,41.87,24.64,16.67
C8O7aUkka4o.jpg,0.93,0.33,7.57,11.04,0.0,2.02,33.97,8.48,35.66
cANij8_TIdI.jpg,5.76,15.99,0.12,23.29,0.07,0.0,13.45,11.53,29.79
CBmNk9pSsy4.jpg,4.35,0.67,0.0,27.14,0.0,0.0,10.47,45.1,12.27
cBXHIQdKWBM.jpg,2.91,4.97,0.0,25.43,1.26,0.0,17.27,16.54,31.62
cCGGFF_fq8k.jpg,0.59,3.0,0.44,16.98,2.73,0.0,16.0,20.31,39.95
cDa3rn2haL4.jpg,0.0,0.12,0.21,15.61,0.0,0.0,15.45,5.7,62.91
cDaBzBo6JOU.jpg,0.0,0.38,0.0,32.21,0.0,0.0,15.97,7.09,44.35
cDfcwMk03SU.jpg,3.1,4.4,4.73,33.86,5.76,0.07,4.5,23.85,19.73
CDjZrY9CrNI.jpg,3.45,9.97,0.0,10.67,0.8,10.58,19.15,3.97,41.41
CdQ1PfaRd7k.jpg,0.0,0.09,0.0,10.25,1.04,0.0,61.74,15.65,11.23
CEfyMNrHkMs.jpg,0.0,6.31,0.0,10.61,0.72,1.25,28.0,4.61,48.5
Cf3Xnr120c0.jpg,0.0,4.75,0.01,9.75,0.0,0.22,31.52,24.86,28.89
CfCIaFiJPBs.jpg,0.07,0.05,0.0,21.44,15.29,0.0,19.71,27.38,16.06
cfgd4erLBL4.jpg,1.39,4.3,0.0,13.44,0.09,0.01,28.66,5.68,46.43
cfIkMJHx5RI.jpg,0.1,5.0,0.0,25.52,0.67,0.0,14.24,27.3,27.17
cFSIBImwMR0.jpg,0.02,0.11,0.32,30.92,1.24,0.0,3.11,44.9,19.38
cFWKWEGIiOc.jpg,3.59,6.57,0.24,23.89,0.77,0.0,13.76,12.45,38.73
cgCt4TRvrmo.jpg,0.06,2.83,0.28,23.52,1.75,0.09,10.58,21.62,39.27
cHc0025eF_4.jpg,0.38,2.53,0.0,22.87,3.62,0.0,22.75,15.44,32.41
CHCTHOi4ggk.jpg,1.51,6.03,2.74,25.49,0.67,0.0,19.51,23.21,20.84
CI12BF_pW34.jpg,2.0,7.21,0.7,14.27,2.71,0.17,44.89,6.13,21.92
CI8PSPP9vlE.jpg,0.44,0.14,1.31,26.91,1.97,0.0,6.43,31.35,31.45
ciBt2cteN-U.jpg,0.6,2.99,0.0,5.13,1.94,2.53,71.02,4.83,10.96
cifzQypGnnM.jpg,0.0,0.65,0.62,41.84,6.7,0.0,16.64,5.97,27.58
CIvsSPNAzGg.jpg,0.0,0.41,0.0,17.91,0.15,0.0,0.65,77.48,3.4
CIzI1u5i8B8.jpg,0.0,0.87,0.41,22.88,0.56,0.0,34.29,11.87,29.12
ckgTnTg9TPw.jpg,0.01,0.69,1.0,15.66,10.74,0.36,23.37,6.22,41.95
CKPXaDT-8ps.jpg,0.0,16.56,5.6,18.31,0.0,0.0,27.06,7.54,24.93
CksMrhlgIc0.jpg,0.0,0.15,0.0,39.47,0.0,0.0,33.25,10.04,17.09
cLWymhJnwts.jpg,0.01,3.03,0.0,27.2,32.31,0.0,0.1,28.12,9.23
cm4yNGTlQOw.jpg,0.0,2.79,1.21,16.73,0.08,0.69,14.83,41.21,22.46
cm9m-gyMlXs.jpg,6.58,6.92,3.34,24.88,1.65,0.0,15.72,24.14,16.77
cmBaWYIfR5c.jpg,3.12,1.35,6.22,16.14,1.25,0.23,29.07,7.11,35.51
cMfqUT8RW80.jpg,0.09,1.32,0.42,39.83,0.46,0.0,7.35,16.12,34.41
cMKx2sNhyfo.jpg,0.0,4.19,0.43,16.56,17.94,0.01,19.52,8.75,32.6
CMnFoW7jj94.jpg,1.33,1.7,0.03,24.25,1.2,0.0,24.59,7.44,39.46
cmv5gtLAWPM.jpg,0.24,5.0,0.07,38.23,0.48,0.0,14.72,6.32,34.94
cNJDwmEiie8.jpg,0.07,0.15,0.0,17.74,1.25,0.0,35.63,14.49,30.67
cnkfymvUoGI.jpg,2.55,3.98,0.42,22.0,1.21,0.0,19.04,12.46,38.34
cNr50q5iEaU.jpg,0.12,0.83,0.0,37.23,0.0,0.01,4.84,31.51,25.46
cntVFWMLfFI.jpg,1.67,7.26,2.79,19.79,0.6,0.0,20.83,31.43,15.63
CO1pMhYZZcw.jpg,0.0,0.09,0.04,25.98,0.59,7.32,14.52,20.21,31.25
CO418oACsEk.jpg,0.36,6.43,0.01,18.61,2.72,0.74,4.97,38.93,27.23
coayhixmBBk.jpg,0.39,4.25,0.15,28.25,0.55,0.02,6.74,31.07,28.58
coIXi26Ktk8.jpg,0.0,0.1,0.0,35.49,0.0,0.0,10.06,15.1,39.25
CoqKIUMLLCY.jpg,0.0,0.65,0.0,13.91,0.0,0.0,56.76,1.57,27.11
cOwDeDzZK0U.jpg,0.0,0.03,0.0,19.74,0.07,0.0,37.05,4.62,38.49
cp0wyuBU7Oc.jpg,2.37,1.26,0.0,20.94,0.34,0.2,26.45,13.27,35.17
CP6ijUixGdk.jpg,0.0,1.41,0.23,26.23,0.12,0.0,30.25,10.97,30.79
cPeu09bCPwA.jpg,0.08,3.46,0.0,26.67,4.37,0.0,13.75,14.81,36.86
CProayVgLIE.jpg,0.03,1.18,0.0,23.31,1.27,0.18,21.51,20.35,32.17
CQ0T7YZI2BM.jpg,0.06,0.21,0.8,25.77,4.61,0.06,29.78,14.59,24.12
cQdlPyDBHcw.jpg,0.0,2.96,0.0,34.65,2.35,0.0,7.39,13.36,39.29
cRop2TQOFOw.jpg,0.0,0.09,0.0,8.09,0.2,0.24,64.2,8.09,19.09
crsuIRAr0rE.jpg,0.0,0.16,0.0,26.12,0.43,0.0,18.65,14.18,40.46
Ct9V0Tca4go.jpg,0.0,0.93,0.0,6.41,0.0,0.0,36.48,1.49,54.69
CUhaitHEAZE.jpg,0.04,6.4,0.01,12.27,3.71,0.77,26.22,0.36,50.22
CUlbqob5Njg.jpg,0.04,5.45,0.0,16.47,0.29,0.0,30.01,14.77,32.97
CuLmlHo7Wrk.jpg,0.0,0.36,0.98,18.24,0.69,0.0,9.51,55.86,14.36
cUsVaMMdicc.jpg,0.95,0.82,1.03,15.72,4.58,0.0,23.45,2.74,50.71
CvGutuE0Klg.jpg,0.29,8.1,3.55,20.52,2.58,0.0,10.61,10.46,43.89
CVh4qFE8YiQ.jpg,0.25,1.71,0.33,23.94,3.12,0.0,15.74,11.82,43.09
cVkJ6Qn5JNI.jpg,0.39,6.7,0.0,54.62,1.09,0.0,2.45,14.76,19.99
CVx_BaMGkZk.jpg,0.35,3.76,0.0,21.26,0.0,0.0,14.35,27.05,33.23
cW7IXyH60VE.jpg,0.61,3.34,0.02,19.86,15.39,0.14,20.0,6.6,34.04
cwklx0IhAxs.jpg,0.0,5.17,0.0,31.32,0.0,3.83,8.26,17.38,34.04
cwxu2dA5Dv4.jpg,0.24,1.64,0.0,21.36,0.0,0.0,7.55,9.22,59.99
CXDbQA56OQU.jpg,0.0,0.51,0.0,23.91,0.0,0.0,13.03,8.33,54.22
CxVeCZTZQGQ.jpg,1.31,2.47,0.0,56.08,0.04,0.0,5.54,21.22,13.34
cYDdNL_rF9A.jpg,0.0,0.78,0.0,24.14,0.22,0.0,9.72,9.49,55.65
cZxCDeyNN0g.jpg,0.18,0.13,0.21,50.13,1.89,0.0,2.9,19.91,24.65
C_CGOd61JFM.jpg,9.23,2.86,0.0,3.36,0.18,0.0,38.93,7.13,38.31
C__iyWJkjgc.jpg,0.0,0.18,0.89,28.99,0.6,4.13,6.99,27.21,31.01
d2I4jSEAHyc.jpg,2.4,16.49,0.0,11.26,0.37,0.0,10.51,12.26,46.71
D31_n-pcFTo.jpg,9.05,14.37,1.54,13.83,0.26,0.0,9.56,30.44,20.95
d3dRw-098OQ.jpg,0.0,0.49,0.0,41.05,2.05,0.0,20.38,17.95,18.08
d51Kl8fdOPg.jpg,0.43,0.2,0.0,20.33,24.92,0.0,10.98,17.9,25.24
d5z3vG74xmY.jpg,0.0,0.64,0.0,12.52,0.18,0.0,48.56,2.28,35.82
D6WGeXeVhU4.jpg,0.0,0.04,0.0,10.06,3.24,0.0,21.77,0.87,64.02
d8Pm0p-g23k.jpg,0.0,2.13,0.0,20.55,0.0,0.0,16.7,32.08,28.54
DA9_bU3NGbk.jpg,0.64,13.6,0.0,16.57,0.0,0.0,8.64,8.72,51.83
datYaDOz2R8.jpg,3.93,5.71,0.0,33.32,6.16,0.01,13.72,12.21,24.94
dbdGpkHLx9Y.jpg,0.01,0.35,0.0,41.05,35.06,0.0,0.2,4.96,18.37
DBpt9uDRdsY.jpg,4.15,4.49,1.62,8.91,1.97,0.04,28.23,12.63,37.96
DCpP4sxcDXw.jpg,0.48,4.1,0.08,38.77,1.35,0.0,10.94,7.81,36.47
dD3jQhawZ7g.jpg,0.82,4.93,0.03,17.5,1.02,0.0,20.65,15.07,39.98
DdEar3F-bQ4.jpg,0.79,3.61,0.0,17.27,1.19,0.0,38.24,14.09,24.81
decQL8TcTPQ.jpg,0.0,0.56,0.0,19.75,1.6,0.0,24.15,2.96,50.98
DEJ_ma-gvsM.jpg,0.03,0.59,0.0,34.76,3.36,4.7,15.14,28.08,13.34
DERY5U0IUAI.jpg,0.0,1.32,0.0,35.42,0.0,0.04,20.26,4.44,38.52
dFB91YBhoYY.jpg,0.0,0.09,0.0,17.37,8.12,0.0,27.15,14.26,33.01
DFbN0VZLWKQ.jpg,0.02,1.15,0.0,5.27,0.08,0.0,66.27,3.24,23.97
DFWtrZTfyAg.jpg,13.67,6.24,0.0,10.42,0.0,0.33,27.02,16.26,26.06
DFX3IvmoO18.jpg,0.0,1.26,0.0,23.78,0.06,0.0,32.53,5.73,36.64
DG-ZLIbE4Xs.jpg,2.1,16.7,0.17,11.4,1.36,0.0,35.7,13.06,19.51
dGIZPdLOYQ8.jpg,0.0,4.79,0.01,27.71,13.04,0.04,10.51,9.87,34.03
dGM9kDXdWcQ.jpg,0.69,6.54,3.29,25.59,13.88,0.72,3.22,36.22,9.85
dGxnilrs8aU.jpg,13.14,13.89,10.05,8.45,11.48,9.18,4.73,8.12,20.96
dh5czgZJIwo.jpg,0.0,7.49,0.0,18.52,0.42,0.0,36.22,2.4,34.95
DhM-lafHvTs.jpg,0.0,0.3,0.63,41.71,1.14,0.2,17.71,6.85,31.46
DHNrVmGb_Us.jpg,0.16,6.29,0.0,22.43,0.0,0.0,24.73,30.13,16.26
DhpouIFVLIU.jpg,1.13,12.0,0.0,11.85,0.0,0.0,32.08,8.05,34.89
DiYTTHUchMc.jpg,0.0,0.09,0.0,36.03,0.01,0.0,9.57,17.13,37.17
DJNNrntBTjQ.jpg,0.0,0.0,0.0,27.32,38.69,0.0,0.51,21.27,12.21
DjUfn_34WjY.jpg,0.1,0.03,0.0,35.29,4.78,0.0,16.76,10.01,33.03
dKcEfMqLatw.jpg,0.0,0.26,0.04,22.34,8.71,0.06,31.53,5.88,31.18
dKYTWDErNzo.jpg,0.0,1.88,3.97,13.43,0.0,0.0,34.29,2.58,43.85
Dl8-_rRDfgE.jpg,0.0,0.0,0.0,8.65,2.73,0.0,64.25,3.01,21.36
DlgVulo8lAA.jpg,9.36,3.27,0.0,20.55,0.0,6.88,15.06,19.27,25.61
dlHS2kdmxNE.jpg,0.0,2.52,0.11,25.13,0.1,0.0,17.7,3.21,51.23
DliuTxsLJ1g.jpg,0.87,10.45,1.73,17.71,0.01,0.0,11.58,6.27,51.38
dLo695R9_oU.jpg,0.78,5.43,0.42,21.81,0.59,0.09,39.5,10.47,20.91
DMbzEAjrQ20.jpg,0.0,3.38,2.72,22.31,0.15,0.0,26.89,7.18,37.37
Dn014zuYJ8E.jpg,0.0,0.67,0.03,22.11,6.94,0.0,35.35,2.73,32.17
doapxNsSkrY.jpg,0.43,2.12,0.0,40.27,0.0,0.0,7.12,22.91,27.15
dOYkqc9ec1I.jpg,0.0,0.17,0.0,2.01,0.0,0.0,84.66,1.33,11.83
dqB5LB7i-30.jpg,2.16,4.6,0.0,13.19,0.0,0.0,7.6,8.7,63.75
DQynC2Fjyq4.jpg,2.78,2.85,2.84,27.19,0.04,0.0,4.86,30.23,29.21
DrGY4BXhxGc.jpg,0.0,0.0,0.41,17.97,0.02,0.01,14.34,3.44,63.81
dRidbogoKLo.jpg,0.73,16.49,0.0,8.81,0.0,0.0,19.67,19.61,34.69
DRqRuh1qMXw.jpg,0.07,0.04,1.26,57.54,2.22,0.0,1.98,15.16,21.73
DRVaUJy89tQ.jpg,1.18,14.67,1.2,8.75,0.0,0.0,15.09,16.51,42.6
dshX0csKCoE.jpg,0.01,1.24,0.0,29.72,0.04,0.0,16.43,11.31,41.25
dSpW5Xc180Q.jpg,1.39,1.68,0.0,22.32,0.83,0.0,40.06,4.93,28.79
dSqIcdng1hM.jpg,0.04,0.05,0.0,22.23,7.98,1.07,10.39,13.79,44.45
DTcQGJh0vSQ.jpg,0.0,0.0,0.0,19.83,0.13,0.0,23.33,24.23,32.48
DTFjxRiXnW0.jpg,0.0,0.29,3.11,1.19,0.0,0.0,81.51,0.86,13.04
dtq3cGT8MGM.jpg,0.88,9.93,3.89,9.41,0.25,0.01,34.4,8.24,32.99
dtzX0da4h9k.jpg,0.0,0.0,0.0,25.35,0.0,0.0,42.39,0.07,32.19
DT_R3PqXKi8.jpg,0.0,0.37,1.05,27.16,0.92,0.0,4.16,36.75,29.59
Dubn_dfCbFs.jpg,0.21,0.21,0.0,24.58,2.29,0.02,27.75,11.24,33.7
dumd2OhjSFI.jpg,0.08,8.88,2.39,31.18,0.09,0.0,7.88,16.74,32.76
dvbJCDZuWhc.jpg,0.0,0.75,0.02,23.93,0.45,0.11,23.77,14.27,36.7
DvHDwXBVXoc.jpg,0.0,11.37,0.02,10.53,6.76,0.95,23.99,17.0,29.38
dVWiQDALCoY.jpg,0.18,2.99,0.0,32.1,0.88,0.08,13.1,32.54,18.13
dwaGrJ65gUg.jpg,0.0,1.98,0.0,9.66,0.0,0.0,35.27,2.05,51.04
dWhyFfsb74g.jpg,0.0,0.06,0.0,3.5,0.73,0.0,49.21,5.21,41.29
DwqWeMOkaPU.jpg,0.0,0.31,0.0,45.21,0.0,10.82,0.16,33.71,9.79
Dxcj73yBJus.jpg,12.31,17.45,8.25,8.32,7.36,8.45,9.06,6.69,22.11
dy-A9_Vr7OI.jpg,0.0,1.33,0.0,18.29,0.18,0.0,42.64,5.68,31.88
DyLgj2-1T9I.jpg,0.01,1.16,0.0,6.67,0.0,0.0,52.25,16.12,23.79
DYrwSmgq9Xc.jpg,0.02,1.5,0.65,21.1,1.18,0.23,20.25,1.95,53.12
dyzpn_ggo3g.jpg,2.23,4.0,0.04,16.93,0.0,0.0,29.71,4.96,42.13
dZdOnCkA988.jpg,0.04,1.01,0.1,19.64,0.52,0.0,15.26,12.27,51.16
dzg9C7KsP4M.jpg,1.58,14.21,0.1,23.74,4.57,1.05,11.32,7.82,35.61
d_pI6qPlizQ.jpg,1.58,5.21,0.87,2.88,42.99,0.03,35.26,1.5,9.68
E-GA_47pT-k.jpg,0.66,7.58,0.19,10.79,1.72,0.0,43.9,10.93,24.23
e0pA38VUHEs.jpg,1.49,0.78,0.0,5.65,0.0,0.0,61.53,2.85,27.7
E0_OqkMMWaU.jpg,6.77,6.83,5.76,18.48,2.1,0.0,13.78,8.81,37.47
E2HZCJ013W8.jpg,1.27,14.38,1.88,8.21,6.66,0.3,35.01,6.18,26.11
e2W9UaVhsX0.jpg,2.24,11.08,0.06,29.54,0.18,0.0,4.3,14.01,38.59
E2ytEt7JoMM.jpg,7.56,9.74,0.07,15.61,10.62,0.39,9.46,16.46,30.09
E35_9w4SyWk.jpg,1.35,2.12,0.0,10.65,0.0,0.0,44.71,9.83,31.34
e5mAUbRosCY.jpg,0.0,0.0,0.2,7.63,2.54,0.0,56.52,3.7,29.41
E6iIgJEMXec.jpg,0.07,8.22,0.02,43.35,0.0,0.0,6.51,24.18,17.65
e7eggKProwI.jpg,0.0,1.52,0.0,16.27,0.16,0.0,25.07,10.51,46.47
E86GwVOHbwY.jpg,0.0,0.32,0.02,8.63,0.01,0.0,30.57,0.48,59.97
e8d-RyhSehM.jpg,2.82,3.79,2.05,19.32,4.62,2.2,29.71,8.85,26.64
E97HKLhVmgc.jpg,1.88,5.79,0.0,20.57,0.71,0.0,19.64,26.38,25.03
E9DVdojR_DM.jpg,0.09,4.82,0.0,24.5,0.27,0.0,12.44,14.94,42.94
E9sRk8dmC1c.jpg,2.08,1.89,0.0,36.42,2.46,0.0,3.43,5.57,48.15
eb5A0w2r-O4.jpg,0.0,0.05,0.0,19.8,6.79,0.0,1.95,5.17,66.24
eB_2R_Pockc.jpg,3.71,2.99,2.6,14.69,4.67,0.0,30.99,5.28,35.07
ecv6X5ZWGnQ.jpg,0.02,3.15,0.46,13.97,0.0,0.0,29.85,8.68,43.87
ed06JdrU4BM.jpg,0.27,2.4,15.31,12.7,0.17,0.0,2.04,58.7,8.41
ED9vNES6L9o.jpg,0.04,2.85,1.15,25.56,0.6,0.0,19.31,23.84,26.65
EesEuIeDRQg.jpg,3.33,4.05,0.62,5.93,0.0,0.0,21.74,16.51,47.82
EF5hPPSj5ik.jpg,0.09,0.14,0.0,21.73,3.71,0.0,22.0,15.03,37.3
eFu2w2KX4ss.jpg,0.01,25.61,0.0,23.09,0.0,4.87,6.76,11.71,27.95
EhjwtOwsfCQ.jpg,0.95,7.82,0.11,38.09,0.89,0.03,10.33,10.64,31.14
EhM_vQTe6dg.jpg,12.6,10.9,15.15,10.79,14.88,1.31,5.07,8.53,20.77
EhUq2lQGSLE.jpg,0.07,0.97,0.0,20.28,0.67,9.7,18.07,12.67,37.57
EI5eZb5zYXc.jpg,2.81,3.26,0.0,34.61,0.03,0.0,5.05,12.29,41.95
EIFjXZ4E9Yk.jpg,0.69,1.34,0.0,20.19,0.01,0.0,21.11,10.97,45.69
eiP4XJAsrLY.jpg,1.0,17.04,0.0,18.35,0.04,0.0,11.54,9.71,42.32
EjIfBv8ZNts.jpg,0.38,1.39,1.12,21.34,0.0,0.0,12.88,22.88,40.01
ejnZYVzPPLw.jpg,0.0,0.31,0.0,26.27,0.0,0.07,18.35,36.44,18.56
eJukunJZDU8.jpg,0.0,2.43,0.0,5.83,0.0,0.0,55.75,1.81,34.18
eKPzWxJ4nKI.jpg,0.01,0.06,0.0,14.65,0.06,0.0,39.92,6.01,39.29
EmPlp6ddNeU.jpg,0.0,0.03,0.09,37.52,0.19,1.06,3.15,27.29,30.67
EMRHwltCQv4.jpg,12.57,5.49,0.19,12.06,7.89,0.19,27.34,7.59,26.68
emt2OKarVZM.jpg,0.45,2.59,1.07,13.73,3.25,0.0,27.06,12.77,39.08
EN_T70la6sM.jpg,1.32,9.13,0.23,28.87,1.74,0.0,13.72,10.55,34.44
Eo4HBgsItcU.jpg,0.0,3.78,0.09,13.82,0.0,0.0,11.55,39.63,31.13
EOIeZAeA3b0.jpg,0.03,10.52,0.0,21.32,0.0,0.0,28.93,20.68,18.52
eOyIpRJqw20.jpg,2.8,2.1,0.0,4.01,0.11,0.0,55.87,1.2,33.91
EQEGUVwxaiI.jpg,1.61,11.5,0.0,26.14,1.76,0.0,15.42,14.96,28.61
EQEVdaDUkJs.jpg,0.0,0.0,0.0,40.38,0.58,0.0,31.2,2.19,25.65
eQgF7_x5fmY.jpg,2.43,5.29,0.0,24.16,0.35,0.0,9.29,27.05,31.43
eqqVFOvtOcs.jpg,10.15,14.13,1.46,7.83,0.37,0.0,24.7,8.41,32.95
erI3UulSmSw.jpg,0.0,5.73,5.07,21.79,1.54,0.06,27.31,4.23,34.27
eSjAFI-wdic.jpg,0.2,2.18,1.37,15.56,10.0,12.52,21.98,16.77,19.42
Es_qxnq5jzg.jpg,0.0,0.29,0.0,8.57,0.0,0.0,68.92,2.22,20.0
ETQScTYYQRU.jpg,1.29,10.13,0.0,2.23,0.0,0.0,38.83,4.53,42.99
eTx-r4ZI0Q0.jpg,0.79,8.99,0.02,30.53,2.22,1.02,14.67,8.28,33.48
EUFTHTVyrEk.jpg,0.0,0.18,0.0,8.08,0.0,0.0,71.48,0.1,20.16
EUkFRzflw20.jpg,1.55,11.34,1.19,27.56,8.66,0.0,15.9,14.62,19.18
eUmMxxACvLU.jpg,0.42,5.99,0.0,18.74,0.86,0.0,27.07,4.6,42.32
EUnaQzzjaas.jpg,0.0,0.0,0.0,19.43,0.05,0.0,1.9,14.96,63.66
euOfRk3mInE.jpg,0.59,11.82,0.0,12.84,0.32,0.0,27.72,13.22,33.49
